導杒抧曽丂娐嫬曻幩擻應掕寢壥乮巄掕抣乯,,,,乮暯惉23擭4寧1擔乣30擔乯,,,,,,,,儌僯僞儕儞僌俀亅侾(導杒),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
(悈),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.13,0.18,0.08,0.18,0.14,0.17,0.27,0.16,0.12,0.10,0.11,0.12,,,,,,,,,,
4寧28擔,,(10帪44暘),(10帪23暘),(12帪13暘),(9帪52暘),(9帪25暘),(11帪47暘),(11帪17暘),(13帪27暘),(13帪53暘),(14帪23暘),(14帪55暘),(16帪03暘),,,,,,,,,,
(栘),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.14,0.19,0.10,0.17,0.18,0.19,0.25,0.20,0.13,0.11,0.14,0.14,,,,,,,,,,
4寧29擔,,(10帪47暘),(10帪31暘),(12帪12暘),(10帪00暘),(9帪39暘),(11帪40暘),(11帪20暘),(13帪32暘),(13帪49暘),(14帪34暘),(15帪03暘),(16帪05暘),,,,,,,,,,
(嬥),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1夞栚,0.15,0.20,0.10,0.22,0.19,0.20,0.27,0.17,0.14,0.13,0.14,0.17,,,,,,,,,,
4寧30擔,,(10帪25暘),(10帪10暘),(11帪44暘),(9帪40暘),(9帪17暘),(11帪12暘),(10帪52暘),(13帪08暘),(13帪25暘),(13帪55暘),(14帪35暘),(15帪40暘),,,,,,,,,,
(搚),2夞栚,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"仸棷堄揰侾丂偙傟傑偱偺掕揰偱偺應掕抣偵壛偊丄娐嫬曻幩擻應掕抣偺崅偄抧堟廃曈傪堏摦偟偰應掕偟偨寢壥偱偡丅
仸棷堄揰俀丂應掕憰抲偼慡偰僒乕儀僀儊乕僞偱偡丅",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
撿夛捗丒憡憃丒偄傢偒巗丂娐嫬曻幩擻應掕寢壥乮巄掕抣乯,,,,,乮暯惉23擭4寧1擔乣30擔乯,,,,,,儌僯僞儕儞僌俀亅俆(撿夛捗丒憡憃丒偄傢偒巗),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,扨埵丗兪Gy/h佮兪Sv/倛乮喜港皋诓/帪娫佮喜港及娃倌/帪娫乯,,,,,,,,,
,,撿夛捗抧曽,,,憡憃抧曽,,偄傢偒巗,,,,,,,,,,,,,,,,
,,"壓嫿挰
栶応","瀢巬婒懞
栶応","扅尒挰
栶応","憡攏
巗栶強","怴抧挰
栶応","偄傢偒巗
嶰榓巟強","偄傢偒巗
彫愳巟強","偄傢偒巗
栜棃巟強","偄傢偒巗
揷恖巟強","偄傢偒巗
彫柤昹巟強","彫柤昹
摗尨晆摢","偄傢偒巗
巐憅巟強",俰俼媣僲昹墂,,,,,,,,,
暉搰戞堦尨敪偐傜偺曽岦媦傃嫍棧,,"惣
栺侾侽係Km","惣撿惣
栺侾俆俀Km","惣
栺侾俆俀Km","杒杒惣
栺係俀Km","杒杒惣
栺俆侾Km","撿惣
栺係係Km","撿撿惣
栺俁俇Km","撿撿惣
栺俇侾Km","撿撿惣
栺俇侽Km","撿撿惣
栺俆俁Km","撿撿惣
栺俆俈Km","撿
栺俁俆Km","撿
栺俁侾Km",,,,,,,,,
,1夞栚,0.09,0.08,0.09,0.62,0.43,0.38,0.45,0.41,1.25,0.31,0.28,0.74,1.05,,,,,,,,,
4寧1擔,,(9帪30暘),(10帪55暘),(9帪25暘),(10帪00暘),(9帪58暘),(10帪24暘),(8帪55暘),(11帪55暘),(11帪25暘),(12帪25暘),(12帪13暘),(9帪20暘),(9帪35暘),,,,,,,,,
(嬥),2夞栚,0.09,0.09,0.09,0.57,0.44,0.38,0.45,0.38,1.31,0.31,0.61,,,,,,,,,,,
,,(14帪30暘),(15帪55暘),(14帪25暘),(15帪00暘),(15帪07暘),(15帪10暘),(14帪30暘),(16帪25暘),(16帪00暘),(17帪10暘),(16帪50暘),,,,,,,,,,,
,1夞栚,0.09,0.09,0.09,0.73,0.43,0.42,0.44,0.37,1.22,0.35,0.50,1.19,1.02,,,,,,,,,
4寧2擔,,(9帪30暘),(10帪55暘),(9帪30暘),(10帪00暘),(10帪04暘),(10帪50暘),(9帪05暘),(12帪15暘),(11帪50暘),(12帪55暘),(12帪40暘),(9帪40暘),(10帪00暘),,,,,,,,,
(搚),2夞栚,0.09,0.10,0.10,0.62,0.42,0.37,0.42,0.40,1.22,0.29,0.25,,,,,,,,,,,
,,(14帪30暘),(15帪45暘),(14帪25暘),(15帪00暘),(15帪01暘),(10帪50暘),(15帪00暘),(16帪45暘),(16帪25暘),(17帪15暘),(17帪05暘),,,,,,,,,,,
,1夞栚,0.08,0.09,0.09,0.77,0.42,0.43,0.42,0.44,1.22,0.30,0.54,0.61,0.92,,,,,,,,,
4寧3擔,,(9帪30暘),(11帪03暘),(9帪26暘),(10帪00暘),(10帪35暘),(10帪10暘),(9帪33暘),(11帪26暘),(10帪57暘),(12帪03暘),(11帪47暘),(9帪10暘),(8帪54暘),,,,,,,,,
(擔),2夞栚,0.09,0.10,0.09,0.73,0.39,0.40,0.45,0.35,1.23,0.32,0.41,,,,,,,,,,,
,,(14帪27暘),(16帪02暘),(14帪22暘),(15帪00暘),(15帪00暘),(14帪40暘),(14帪02暘),(15帪56暘),(15帪29暘),(16帪30暘),(16帪17暘),,,,,,,,,,,
,1夞栚,0.10,0.08,0.09,0.59,0.39,0.32,0.40,0.25,0.94,0.28,0.36,0.67,1.00,,,,,,,,,
4寧4擔,,(9帪30暘),(11帪00暘),(9帪25暘),(10帪00暘),(10帪05暘),(10帪38暘),(9帪45暘),(11帪57暘),(11帪30暘),(12帪30暘),(12帪16暘),(9帪18暘),(9帪00暘),,,,,,,,,
(寧),2夞栚,0.11,0.10,0.10,0.66,0.39,0.28,0.31,0.24,0.87,0.24,0.41,,,,,,,,,,,
,,(14帪30暘),(16帪00暘),(14帪30暘),(15帪00暘),(15帪30暘),(14帪45暘),(13帪55暘),(16帪05暘),(15帪35暘),(16帪45暘),(16帪30暘),,,,,,,,,,,
,1夞栚,0.09,0.10,0.09,0.59,0.37,0.34,0.35,0.29,0.93,0.28,0.22,0.59,0.87,,,,,,,,,
4寧5擔,,(9帪30暘),(10帪55暘),(9帪23暘),(10帪00暘),(10帪02暘),(10帪35暘),(9帪10暘),(11帪55暘),(11帪25暘),(12帪25暘),(12帪10暘),(9帪50暘),(9帪40暘),,,,,,,,,
(壩),2夞栚,0.10,0.09,0.08,0.50,0.40,0.35,0.35,0.29,0.92,0.28,0.29,,,,,,,,,,,
,,(14帪30暘),(16帪00暘),(14帪30暘),(15帪00暘),(15帪25暘),(15帪15暘),(14帪35暘),(17帪11暘),(16帪45暘),(17帪43暘),(17帪30暘),,,,,,,,,,,
,1夞栚,0.10,0.07,0.09,0.49,0.38,0.30,0.31,0.31,0.82,0.25,0.24,0.51,0.81,,,,,,,,,
4寧6擔,,(9帪30暘),(10帪57暘),(9帪30暘),(10帪00暘),(10帪12暘),(10帪40暘),(10帪00暘),(11帪58暘),(11帪30暘),(12帪40暘),(12帪25暘),(9帪15暘),(9帪33暘),,,,,,,,,
(悈),2夞栚,0.09,0.08,0.09,0.41,0.39,0.31,0.31,0.27,0.78,0.26,0.35,,,,,,,,,,,
,,(14帪30暘),(16帪00暘),(14帪30暘),(15帪00暘),(15帪10暘),(14帪45暘),(14帪02暘),(15帪56暘),(15帪33暘),(16帪33暘),(16帪17暘),,,,,,,,,,,
,1夞栚,0.09,0.08,0.10,0.61,0.36,0.33,0.35,0.56,0.84,0.27,0.29,0.51,0.86,,,,,,,,,
4寧7擔,,(9帪30暘),(10帪55暘),(9帪25暘),(10帪00暘),(10帪01暘),(10帪25暘),(9帪45暘),(11帪45暘),(11帪15暘),(12帪20暘),(12帪05暘),(9帪10暘),(8帪55暘),,,,,,,,,
(栘),2夞栚,0.09,0.09,0.09,0.53,0.35,0.29,0.30,0.26,0.75,0.23,0.26,,,,,,,,,,,
,,(14帪30暘),(15帪55暘),(14帪25暘),(15帪00暘),(15帪01暘),(14帪18暘),(13帪40暘),(15帪35暘),(15帪08暘),(16帪15暘),(16帪00暘),,,,,,,,,,,
,1夞栚,0.10,0.09,0.10,0.54,0.39,0.33,0.34,0.25,0.81,0.28,0.28,0.49,0.76,,,,,,,,,
4寧8擔,,(9帪30暘),(10帪55暘),(9帪30暘),(10帪00暘),(10帪10暘),(10帪23暘),(9帪45暘),(11帪49暘),(11帪17暘),(12帪32暘),(12帪18暘),(9帪15暘),(9帪02暘),,,,,,,,,
(嬥),2夞栚,0.10,0.08,0.08,0.54,0.37,0.31,0.30,0.24,0.74,0.23,0.23,,,,,,,,,,,
,,(14帪30暘),(15帪55暘),(14帪30暘),(15帪00暘),(15帪10暘),(14帪50暘),(14帪11暘),(16帪05暘),(15帪39暘),(16帪43暘),(16帪29暘),,,,,,,,,,,
,1夞栚,0.10,0.09,0.10,0.57,0.32,0.31,0.29,0.23,0.66,0.23,0.22,0.48,0.73,,,,,,,,,
4寧9擔,,(9帪30暘),(11帪00暘),(9帪33暘),(10帪00暘),(10帪00暘),(10帪38暘),(8帪53暘),(11帪54暘),(11帪23暘),(12帪25暘),(12帪11暘),(9帪37暘),(9帪53暘),,,,,,,,,
(搚),2夞栚,0.10,0.10,0.10,0.53,0.34,0.26,0.28,0.22,0.67,0.24,0.32,,,,,,,,,,,
,,(14帪30暘),(16帪00暘),(14帪30暘),(15帪00暘),(15帪01暘),(14帪40暘),(13帪55暘),(16帪00暘),(15帪35暘),(16帪40暘),(16帪25暘),,,,,,,,,,,
,1夞栚,0.09,0.08,0.09,0.41,0.37,0.29,0.31,0.25,0.72,0.24,0.26,0.45,0.81,,,,,,,,,
4寧10擔,,(9帪30暘),(10帪53暘),(9帪24暘),(10帪00暘),(10帪30暘),(10帪35暘),(9帪51暘),(11帪54暘),(11帪24暘),(12帪31暘),(12帪15暘),(9帪21暘),(9帪03暘),,,,,,,,,
(擔),2夞栚,0.09,0.09,0.09,0.42,0.37,0.32,0.27,0.23,0.69,0.27,0.31,,,,,,,,,,,
,,(14帪30暘),(15帪55暘),(14帪23暘),(15帪00暘),(15帪05暘),(15帪20暘),(14帪35暘),(16帪35暘),(16帪10暘),(17帪15暘),(17帪05暘),,,,,,,,,,,
,1夞栚,0.09,0.08,0.09,0.45,0.34,0.31,0.32,0.22,0.70,0.26,0.26,0.46,0.99,,,,,,,,,
4寧11擔,,(9帪30暘),(10帪55暘),(9帪30暘),(10帪00暘),(10帪01暘),(10帪10暘),(9帪30暘),(11帪23暘),(11帪00暘),(11帪57暘),(11帪43暘),(9帪08暘),(9帪00暘),,,,,,,,,
(寧),2夞栚,0.09,0.11,0.09,0.43,0.33,0.27,0.28,0.19,0.61,0.21,0.22,,,,,,,,,,,
,,(14帪30暘),(16帪00暘),(14帪30暘),(15帪00暘),(15帪04暘),(14帪03暘),(13帪25暘),(15帪20暘),(14帪55暘),(15帪52暘),(15帪40暘),,,,,,,,,,,
,1夞栚,0.10,0.08,0.08,0.44,0.38,0.26,0.25,0.15,0.59,0.22,0.35,0.41,1.05,,,,,,,,,
4寧12擔,,(9帪30暘),(10帪55暘),(9帪25暘),(10帪00暘),(10帪15暘),(11帪25暘),(10帪35暘),(13帪35暘),(12帪55暘),(14帪15暘),(13帪55暘),(9帪35暘),(10帪00暘),,,,,,,,,
(壩),2夞栚,0.11,0.11,0.09,0.40,0.35,,,,,,,,,,,,,,,,,
,,(14帪30暘),(16帪00暘),(14帪25暘),(15帪00暘),(15帪30暘),,,,,,,,,,,,,,,,,
,1夞栚,0.10,0.09,0.09,0.45,0.34,0.27,0.24,0.19,0.57,0.19,0.19,0.46,0.68,,,,,,,,,
4寧13擔,,(9帪30暘),(11帪05暘),(9帪25暘),(10帪00暘),(10帪03暘),(10帪25暘),(9帪45暘),(12帪15暘),(11帪45暘),(13帪05暘),(12帪50暘),(9帪20暘),(9帪10暘),,,,,,,,,
(悈),2夞栚,0.11,0.09,0.09,0.46,0.32,0.25,0.23,0.18,0.57,0.19,0.19,,,,,,,,,,,
,,(14帪30暘),(15帪54暘),(14帪36暘),(15帪00暘),(15帪00暘),(15帪00暘),(14帪15暘),(16帪45暘),(16帪00暘),(17帪30暘),(17帪15暘),,,,,,,,,,,
,1夞栚,0.09,0.09,0.08,0.52,0.36,0.27,0.23,0.19,0.59,0.20,0.18,0.42,0.70,,,,,,,,,
4寧14擔,,(9帪30暘),(11帪00暘),(9帪30暘),(10帪00暘),(10帪02暘),(10帪10暘),(8帪50暘),(11帪45暘),(11帪13暘),(12帪24暘),(12帪10暘),(9帪25暘),(9帪15暘),,,,,,,,,
(栘),2夞栚,0.09,0.08,0.08,0.40,0.35,0.26,0.24,0.18,0.55,0.20,0.22,,,,,,,,,,,
,,(14帪30暘),(15帪55暘),(14帪25暘),(15帪00暘),(15帪06暘),(14帪15暘),(13帪38暘),(15帪55暘),(15帪25暘),(16帪38暘),(16帪25暘),,,,,,,,,,,
,1夞栚,0.09,0.10,0.09,0.46,0.32,0.28,0.26,0.17,0.61,0.22,0.20,0.37,0.68,,,,,,,,,
4寧15擔,,(9帪30暘),(11帪00暘),(9帪35暘),(10帪00暘),(10帪00暘),(10帪13暘),(9帪31暘),(11帪37暘),(11帪05暘),(12帪13暘),(12帪00暘),(9帪07暘),(8帪52暘),,,,,,,,,
(嬥),2夞栚,0.08,0.09,0.08,0.49,0.35,0.25,0.21,0.17,0.55,0.21,0.26,,,,,,,,,,,
,,(14帪30暘),(15帪50暘),(14帪30暘),(15帪00暘),(15帪00暘),(14帪25暘),(13帪42暘),(15帪42暘),(15帪15暘),(16帪22暘),(16帪05暘),,,,,,,,,,,
,1夞栚,0.10,0.09,0.10,0.45,0.32,0.28,0.24,0.17,0.57,0.21,0.19,0.37,0.80,,,,,,,,,
4寧16擔,,(9帪30暘),(11帪00暘),(9帪30暘),(10帪00暘),(10帪00暘),(10帪08暘),(9帪32暘),(11帪47暘),(10帪56暘),(12帪25暘),(12帪13暘),(9帪10暘),(8帪56暘),,,,,,,,,
(搚),2夞栚,0.11,0.10,0.10,0.42,0.30,0.27,0.22,0.16,0.53,0.21,0.20,,,,,,,,,,,
,,(14帪30暘),(16帪00暘),(14帪30暘),(15帪00暘),(15帪00暘),(14帪36暘),(13帪51暘),(16帪10暘),(15帪33暘),(16帪53暘),(16帪38暘),,,,,,,,,,,
,1夞栚,0.10,0.07,0.09,0.45,0.32,0.28,0.25,0.17,0.59,0.22,0.21,0.42,0.69,,,,,,,,,
4寧17擔,,(9帪30暘),(10帪55暘),(9帪30暘),(10帪00暘),(10帪00暘),(10帪35暘),(9帪52暘),(11帪59暘),(11帪29暘),(12帪35暘),(12帪21暘),(9帪24暘),(9帪07暘),,,,,,,,,
(擔),2夞栚,0.09,0.07,0.09,0.46,0.32,0.25,0.23,0.16,0.53,0.19,0.15,,,,,,,,,,,
,,(14帪30暘),(15帪55暘),(14帪25暘),(15帪00暘),(15帪00暘),(14帪26暘),(13帪45暘),(15帪58暘),(15帪30暘),(17帪01暘),(16帪42暘),,,,,,,,,,,
,1夞栚,0.07,0.10,0.07,0.37,0.30,0.28,0.27,0.17,0.58,0.20,0.20,0.34,0.79,,,,,,,,,
4寧18擔,,(9帪30暘),(10帪20暘),(10帪00暘),(10帪00暘),(10帪00暘),(10帪09暘),(9帪33暘),(11帪30暘),(11帪00暘),(12帪10暘),(11帪50暘),(9帪09暘),(8帪58暘),,,,,,,,,
(寧),2夞栚,0.08,0.10,0.09,0.56,0.33,0.24,0.24,0.15,0.52,0.21,0.24,,,,,,,,,,,
,,(14帪30暘),(15帪00暘),(15帪00暘),(15帪00暘),(15帪00暘),(14帪01暘),(13帪21暘),(15帪18暘),(14帪48暘),(16帪00暘),(15帪47暘),,,,,,,,,,,
,1夞栚,0.11,0.12,0.09,0.42,0.32,0.25,0.22,0.17,0.54,0.19,0.14,0.34,0.63,,,,,,,,,
4寧19擔,,(9帪30暘),(9帪20暘),(9帪00暘),(10帪00暘),(10帪00暘),(11帪13暘),(10帪30暘),(12帪28暘),(12帪03暘),(13帪00暘),(12帪48暘),(9帪15暘),(9帪32暘),,,,,,,,,
(壩),2夞栚,0.10,0.12,0.09,0.44,0.31,0.24,0.19,0.15,0.47,0.17,0.16,,,,,,,,,,,
,,(14帪30暘),(15帪05暘),(15帪00暘),(15帪00暘),(15帪00暘),(15帪15暘),(14帪35暘),(16帪35暘),(16帪10暘),(17帪15暘),(17帪00暘),,,,,,,,,,,
,1夞栚,0.09,0.10,0.09,0.42,0.25,0.25,0.20,0.14,0.52,0.19,0.21,0.36,0.73,,,,,,,,,
4寧20擔,,(9帪30暘),(9帪00暘),(9帪00暘),(10帪00暘),(10帪13暘),(10帪35暘),(9帪50暘),(12帪05暘),(11帪35暘),(12帪50暘),(12帪30暘),(9帪00暘),(9帪15暘),,,,,,,,,
(悈),2夞栚,0.10,0.09,0.09,0.38,0.32,0.24,0.25,0.17,0.49,0.17,0.18,,,,,,,,,,,
,,(14帪30暘),(15帪00暘),(15帪00暘),(15帪00暘),(15帪20暘),(14帪47暘),(14帪05暘),(16帪12暘),(15帪40暘),(16帪50暘),(16帪38暘),,,,,,,,,,,
,1夞栚,0.07,0.09,0.09,0.38,0.29,0.29,0.21,0.16,0.48,0.19,0.16,0.38,0.54,,,,,,,,,
4寧21擔,,(9帪30暘),(9帪00暘),(9帪00暘),(10帪00暘),(10帪04暘),(10帪42暘),(9帪56暘),(12帪06暘),(11帪40暘),(12帪54暘),(12帪40暘),(9帪28暘),(9帪10暘),,,,,,,,,
(栘),2夞栚,0.10,0.10,0.10,0.37,0.30,0.26,0.22,0.15,0.50,0.18,0.17,,,,,,,,,,,
,,(14帪30暘),(15帪00暘),(15帪00暘),(15帪00暘),(15帪15暘),(14帪57暘),(14帪20暘),(16帪07暘),(15帪40暘),(16帪40暘),(16帪30暘),,,,,,,,,,,
,1夞栚,0.08,0.10,0.11,0.43,0.28,0.23,0.21,0.16,0.46,0.16,0.19,0.37,0.68,,,,,,,,,
4寧22擔,,(9帪30暘),(9帪00暘),(9帪00暘),(10帪00暘),(10帪05暘),(10帪20暘),(9帪50暘),(11帪35暘),(11帪10暘),(12帪05暘),(11帪55暘),(9帪00暘),(9帪10暘),,,,,,,,,
(嬥),2夞栚,0.08,0.05,0.09,0.43,0.32,0.24,0.21,0.15,0.48,0.18,0.14,,,,,,,,,,,
,,(14帪30暘),(15帪00暘),(15帪00暘),(15帪00暘),(15帪45暘),(14帪40暘),(14帪00暘),(15帪50暘),(15帪25暘),(16帪30暘),(16帪15暘),,,,,,,,,,,
,1夞栚,0.08,0.11,0.11,0.46,0.32,0.23,0.19,0.15,0.41,0.16,0.15,0.29,0.48,,,,,,,,,
4寧23擔,,(9帪30暘),(9帪00暘),(9帪00暘),(10帪00暘),(10帪18暘),(10帪25暘),(9帪43暘),(11帪44暘),(11帪15暘),(12帪15暘),(12帪03暘),(9帪20暘),(9帪02暘),,,,,,,,,
(搚),2夞栚,0.08,0.12,0.10,0.35,0.30,0.26,0.20,0.14,0.52,0.19,0.15,,,,,,,,,,,
,,(14帪30暘),(15帪00暘),(15帪00暘),(15帪00暘),(15帪00暘),(15帪10暘),(14帪25暘),(16帪30暘),(16帪03暘),(17帪05暘),(16帪53暘),,,,,,,,,,,
,1夞栚,0.08,0.10,0.10,0.44,0.31,0.24,0.19,0.14,0.45,0.18,0.13,0.31,0.51,,,,,,,,,
4寧24擔,,(9帪30暘),(9帪00暘),(9帪00暘),(10帪00暘),(10帪00暘),(10帪29暘),(9帪47暘),(11帪56暘),(11帪20暘),(12帪31暘),(12帪16暘),(9帪21暘),(9帪03暘),,,,,,,,,
(擔),2夞栚,0.08,0.09,0.10,0.44,0.31,0.23,0.20,0.16,0.47,0.15,0.16,,,,,,,,,,,
,,(14帪30暘),(15帪00暘),(15帪00暘),(15帪00暘),(15帪30暘),(14帪55暘),(14帪13暘),(16帪14暘),(15帪45暘),(16帪57暘),(16帪41暘),,,,,,,,,,,
,1夞栚,0.07,0.09,0.10,0.42,0.28,0.23,0.20,0.13,0.49,0.17,0.22,0.34,0.67,,,,,,,,,
4寧25擔,,(9帪30暘),(9帪00暘),(9帪00暘),(10帪00暘),(10帪03暘),(10帪36暘),(9帪55暘),(11帪53暘),(11帪25暘),(12帪30暘),(12帪14暘),(9帪04暘),(9帪17暘),,,,,,,,,
(寧),2夞栚,0.07,0.09,0.09,0.36,0.28,0.26,0.22,0.14,0.46,0.18,0.15,,,,,,,,,,,
,,(14帪30暘),(15帪00暘),(15帪00暘),(15帪00暘),(15帪01暘),(14帪27暘),(13帪47暘),(15帪45暘),(15帪17暘),(16帪26暘),(16帪09暘),,,,,,,,,,,
,1夞栚,0.08,0.09,0.09,0.36,0.27,0.22,0.20,0.15,0.47,0.16,0.16,0.29,0.57,,,,,,,,,
4寧26擔,,(9帪30暘),(9帪10暘),(9帪00暘),(10帪00暘),(10帪40暘),(10帪28暘),(9帪47暘),(11帪50暘),(11帪20暘),(12帪33暘),(12帪15暘),(9帪23暘),(9帪05暘),,,,,,,,,
(壩),2夞栚,0.08,0.10,0.10,0.36,0.27,0.22,0.21,0.15,0.45,0.15,0.19,,,,,,,,,,,
,,(14帪30暘),(15帪00暘),(15帪00暘),(15帪00暘),(15帪03暘),(15帪15暘),(14帪36暘),(16帪34暘),(16帪04暘),(17帪11暘),(16帪56暘),,,,,,,,,,,
,1夞栚,0.07,0.10,0.09,0.39,0.26,0.22,0.19,0.16,0.48,0.15,0.14,0.30,0.51,,,,,,,,,
4寧27擔,,(9帪30暘),(9帪00暘),(9帪00暘),(10帪00暘),(10帪04暘),(10帪57暘),(10帪19暘),(12帪12暘),(11帪43暘),(12帪50暘),(12帪35暘),(9帪30暘),(9帪10暘),,,,,,,,,
(悈),2夞栚,0.06,0.09,0.09,0.38,0.28,0.22,0.20,0.13,0.45,0.15,0.14,,,,,,,,,,,
,,(14帪30暘),(15帪00暘),(15帪00暘),(15帪00暘),(15帪05暘),(14帪38暘),(14帪00暘),(15帪47暘),(15帪25暘),(16帪22暘),(16帪09暘),,,,,,,,,,,
,1夞栚,0.08,0.08,0.10,0.38,0.26,0.22,0.17,0.13,0.45,0.16,0.14,0.33,0.57,,,,,,,,,
4寧28擔,,(9帪30暘),(9帪00暘),(9帪00暘),(10帪00暘),(10帪28暘),(10帪20暘),(9帪40暘),(11帪35暘),(11帪05暘),(12帪10暘),(11帪50暘),(9帪00暘),(9帪10暘),,,,,,,,,
(栘),2夞栚,0.09,0.12,0.11,0.44,0.30,0.20,0.18,0.16,0.43,0.17,0.13,,,,,,,,,,,
,,(14帪30暘),(15帪00暘),(15帪00暘),(15帪00暘),(15帪09暘),(14帪25暘),(13帪47暘),(15帪45暘),(15帪20暘),(16帪20暘),(16帪05暘),,,,,,,,,,,
,1夞栚,0.09,0.11,0.11,0.40,0.30,0.24,0.18,0.14,0.44,0.15,0.18,0.29,0.59,,,,,,,,,
4寧29擔,,(9帪30暘),(9帪00暘),(9帪00暘),(10帪00暘),(10帪00暘),(10帪28暘),(9帪49暘),(11帪52暘),(11帪25暘),(12帪28暘),(12帪15暘),(9帪05暘),(9帪20暘),,,,,,,,,
(嬥),2夞栚,0.08,0.10,,0.39,0.31,0.24,0.20,0.15,0.44,0.16,0.13,,,,,,,,,,,
,,(14帪30暘),(15帪00暘),,(15帪00暘),(15帪00暘),(15帪04暘),(14帪25暘),(16帪17暘),(15帪51暘),(17帪15暘),(16帪39暘),,,,,,,,,,,
,1夞栚,0.08,0.10,,0.34,0.29,0.23,0.20,0.16,0.48,0.16,0.16,0.28,0.62,,,,,,,,,
4寧30擔,,(9帪30暘),(9帪00暘),,(10帪00暘),(10帪01暘),(10帪16暘),(9帪38暘),(11帪38暘),(11帪08暘),(12帪11暘),(11帪58暘),(9帪15暘),(9帪00暘),,,,,,,,,
(搚),2夞栚,0.11,0.10,0.13,0.40,0.27,0.24,0.18,0.15,0.46,0.16,0.15,,,,,,,,,,,
,,(14帪30暘),(15帪00暘),(15帪00暘),(15帪00暘),(15帪01暘),(15帪00暘),(14帪15暘),(16帪20暘),(15帪48暘),(16帪49暘),(16帪39暘),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"仸棷堄揰侾丂偙傟傑偱偺掕揰偱偺應掕抣偵壛偊丄娐嫬曻幩擻應掕抣偺崅偄抧堟廃曈傪堏摦偟偰應掕偟偨寢壥偱偡丅
仸棷堄揰俀丂應掕憰抲偼慡偰僒乕儀僀儊乕僞偱偡丅",,,,,,,,,,,,,,,,,,,,,,,
